Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,North Carolina,Cary,CK Tech Store,3,Microsoft,Surface Hub,HDD,Sheri,Reeves,795.687.3047x86539,kylerobinson@example.com,Morgan Moore,New Sales,16934,20966,Bank Transfer,782,2024-01-12,2024-01-18,0,16GB,795,Online,High,0,309,18850,256GB
North America,Georgia,Dunwoody,ABC Computers,9,MSI,GL65 Leopard,HDD,Brett,Davis,(724)795-1907,zacharymartinez@example.net,Joe Thomas,Returns,26227,30087,Cash,738,2021-10-27,N/A,0,8GB,753,Offline,Medium,0,928,28005,1TB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Ricks Computers,8,Lenovo,ThinkCentre M920 Tiny,SSD,James,Hamilton,107-985-8797x4445,katherineanderson@example.org,Christopher Nicholson,New Sales,6476,11471,Bank Transfer,188,2021-12-18,2021-12-22,0,4GB,683,Online,Medium,0,767,6600,256GB
Africa,Botswana,Central,Mini Tech,4,Acer,Chromebook Spin 311,HDD,Scott,Cooper,(472)273-1696x6686,lynnpatel@example.net,Carrie Gonzalez,Returns,19663,22092,Cash,935,2022-08-30,N/A,0,8GB,609,Offline,Low,0,725,20880,1TB
North America,Ohio,Reynoldsburg,S & A Computer Place,8,Apple,Apple Lisa,HDD,Rachel,Cameron,001-040-842-4878x5621,sarahthompson@example.net,Max Mccann,Second-hand Sales,8799,13180,Finance,593,2023-02-11,2023-02-28,20451,4GB,536,Online,Low,0,941,12749,500GB
North America,Illinois,Rockford,Ricks Computers,4,Microsoft,Surface Book,HDD,Brittany,Harris,(076)304-2460x17925,williamrichardson@example.org,Jeremy Thomas,Second-hand Sales,10218,13089,Cash,610,2022-03-22,2022-03-31,0,8GB,533,Online,Medium,0,232,10356,1TB
North America,Ohio,Columbus,ABC Computers,5,Dell,Chromebook,HDD,Kim,Garcia,284.824.9994x31174,csimon@example.net,Diamond Baker,Repairs,15684,18929,Bank Transfer,341,2024-02-22,N/A,0,16GB,642,Offline,High,4314,766,18311,256GB
North America,Florida,Miami Gardens,GH PC Shop,9,Microsoft,Surface Laptop,SSD,Alexandria,Smith,337.166.1578x1517,danielle25@example.com,Mark Evans,Repairs,20459,25117,Bank Transfer,936,2021-08-24,N/A,0,4GB,707,Offline,Medium,1750,434,24466,1TB
Africa,Botswana,Kgatleng,S & A Computer Place,7,Toshiba,Tecra,HDD,Diane,Harrison,300.327.9526,plam@example.net,Madison Davis,Repairs,27924,30047,Bank Transfer,463,2021-05-26,N/A,0,2GB,706,Offline,Low,4403,478,28970,256GB
Africa,Ghana,Brong-Ahafo,XYZ Tech,10,Apple,Apple MacBook Pro,SSD,Amy,Shepard,001-065-747-7249x8200,jocelynkennedy@example.com,Sheila Nichols,Repairs,21004,23503,Bank Transfer,129,2022-02-23,2022-03-09,0,8GB,729,Online,Medium,2284,865,21670,256GB
North America,California,Santa Clarita,Frankies Hardware and Software,6,MSI,Alpha 15,HDD,Kirk,Williams,(962)140-3179,james32@example.org,Alyssa Martinez,Returns,14312,17743,Bank Transfer,828,2021-07-09,N/A,0,8GB,548,Offline,Medium,0,508,16793,256GB
North America,Georgia,Sandy Springs,GH PC Shop,4,MSI,GP65 Leopard,SSD,Suzanne,Ramirez,800-537-2595,vernon23@example.com,Michael Turner,Returns,8698,12715,Finance,1,2023-04-13,2023-05-06,10480,8GB,747,Online,Medium,0,802,11628,256GB
North America,Georgia,Atlanta,DEF Machines,1,Dell,Precision,SSD,Katherine,Estrada,037.343.3040x786,dennisbutler@example.com,Kimberly Smith,Returns,2934,5641,Finance,880,2021-12-11,N/A,47175,8GB,659,Offline,Medium,0,599,3195,256GB
Africa,Egypt,Matrouh,CK Tech Store,2,MSI,GF63 Thin,SSD,Lisa,Brooks,608-265-4831,bwise@example.com,Robert Hudson,Repairs,17965,21065,Cash,754,2022-06-29,2022-07-08,0,2GB,484,Online,High,2591,11,19216,1TB
North America,Ohio,Fairfield,A & A PCs,6,Acer,Predator Helios 300,HDD,Carol,Jordan,282-090-3871,palmerjason@example.net,Jason Gentry,Repairs,5623,9483,Bank Transfer,348,2022-12-04,N/A,0,4GB,649,Offline,High,1962,845,8151,500GB
Africa,Tanzania,Pemba Kusini,LJ Computers,3,Dell,Chromebook,SSD,Terri,Stephenson,574.786.8858,murrayjoshua@example.org,David Osborn,Returns,9407,12879,Finance,935,2022-10-08,2022-10-16,24033,16GB,454,Online,Medium,0,473,11495,256GB
Africa,Egypt,Monufia,DEF Machines,7,Asus,ProArt StudioBook Pro X,HDD,Mark,Williams,(942)605-0371x674,michaelbrown@example.net,Kelly Christian,Second-hand Sales,28845,31185,Bank Transfer,394,2023-06-18,N/A,0,4GB,825,Offline,Low,0,534,31056,1TB
North America,New York,Garden City,S & A Computer Place,1,HP,Omen,HDD,Jesse,Foster,001-624-942-8027x1827,brandon80@example.net,Alan Newman,Returns,13666,17303,Finance,742,2023-05-17,N/A,39226,2GB,646,Offline,Medium,0,448,16221,500GB
North America,Pennsylvania,New Castle,Western International PCs,1,Apple,Apple Lisa,HDD,Mark,Smith,694.676.2259x14719,juan69@example.com,Beth James,Second-hand Sales,21657,26212,Bank Transfer,239,2023-08-14,N/A,0,16GB,506,Offline,High,0,571,22611,1TB
Africa,Kenya,Nakuru,Jacks Hardware,3,Asus,VivoBook Flip 14,HDD,Robert,Edwards,687.829.8444x9977,armstrongmary@example.com,Cassandra Mcmillan,Returns,13436,16570,Finance,989,2022-05-07,N/A,9944,8GB,584,Offline,High,0,877,14321,500GB
North America,California,Long Beach,KyaSand Tech Gadgets,10,Apple,Apple Macintosh Classic,SSD,Crystal,Melendez,5984940227,christophermoody@example.org,Larry Smith,Repairs,4630,7588,Bank Transfer,312,2021-09-14,2021-10-01,0,8GB,764,Online,Medium,1176,646,5326,500GB
North America,North Carolina,Cary,Benjis Tech,8,MSI,GL65 Leopard,HDD,Sherry,Wilcox,297-649-4428,jill01@example.com,Robert Wood,Returns,11894,16531,Finance,77,2022-02-03,N/A,1650,16GB,507,Offline,Low,0,658,11913,500GB
Africa,Egypt,Gharbia,Western International PCs,4,Toshiba,Portege,SSD,Thomas,Green,+1-878-183-0870x617,bennettandrew@example.com,Diana Owens,Second-hand Sales,18347,22983,Bank Transfer,472,2023-05-14,N/A,0,8GB,811,Offline,Low,0,992,22532,1TB
Africa,Nigeria,Ondo,Greens Laptops and PCs,10,HP,Pavilion,SSD,David,Blackwell,038.410.0133,vstrickland@example.org,Pamela Morgan,Repairs,19986,22455,Finance,264,2021-09-15,N/A,31816,16GB,444,Offline,High,4815,850,21728,1TB
Africa,Ethiopia,Somali,Benjis Tech,1,Asus,ProArt StudioBook Pro X,SSD,Kaitlyn,Calderon,048-219-7026,fdavenport@example.com,Jacob Spencer,New Sales,12682,16126,Finance,44,2023-05-01,N/A,39284,2GB,788,Offline,Medium,0,959,15959,256GB
Africa,Tanzania,Pwani,XYZ Tech,4,Dell,G Series,SSD,Melissa,Zavala,(612)166-6286,rachel97@example.org,Mary Fisher,Returns,28536,31558,Finance,933,2022-10-16,N/A,1989,16GB,529,Offline,Low,0,594,30991,256GB
Africa,Angola,Luanda,A & A PCs,9,Toshiba,Dynabook,SSD,Alexander,Mclean,+1-508-725-2341,alewis@example.net,Kenneth Willis,Repairs,18547,22764,Bank Transfer,725,2021-04-28,N/A,0,16GB,833,Offline,Medium,3962,418,21146,1TB
Africa,Morocco,Chichaoua,XYZ Tech,3,Dell,Alienware,HDD,Anthony,Rodriguez,512-948-3039,christy69@example.net,Jessica Thomas,Second-hand Sales,3211,5540,Cash,948,2023-11-06,N/A,0,8GB,582,Offline,High,0,867,4060,1TB
North America,California,Chula Vista,S & A Computer Place,6,Samsung,Notebook 9,HDD,Aaron,Johns,(163)399-2588x3133,scottcross@example.org,Andrew Miranda,Second-hand Sales,2631,5946,Bank Transfer,741,2024-02-10,N/A,0,16GB,545,Offline,Low,0,46,3297,500GB
Africa,Nigeria,Gombe,Frankies Hardware and Software,1,Microsoft,Surface Neo,HDD,Stephanie,Young,001-624-686-9684x9103,matthewstevens@example.net,Jennifer Marshall,Repairs,17222,20004,Finance,992,2023-08-25,N/A,38327,16GB,788,Offline,Low,3437,115,18077,500GB
North America,New York,Freeport,S & A Computer Place,5,Apple,Apple PowerBook G4,HDD,Daryl,Fitzgerald,(479)178-1743x580,david27@example.org,Gabrielle Patterson,Second-hand Sales,5913,10448,Bank Transfer,675,2022-08-05,N/A,0,16GB,848,Offline,Medium,0,80,7507,256GB
Africa,Ethiopia,Somali,XYZ Tech,10,MSI,Alpha 15,HDD,Ashley,Massey,422.790.1400x7640,yreed@example.net,Steven Walls,Repairs,28222,32132,Finance,285,2021-07-21,2021-08-05,30682,4GB,593,Online,Medium,4649,610,29271,500GB
North America,North Carolina,Rocky Mount,KyaSand Tech Gadgets,5,Samsung,Chromebook 4,SSD,Kathy,Russo,001-106-906-6052x4191,xgoodwin@example.net,Catherine Cuevas,Second-hand Sales,26642,31634,Finance,561,2022-01-31,N/A,45467,4GB,492,Offline,High,0,888,28324,256GB
North America,Michigan,Midland,Mini Tech,5,Asus,ZenBook Flip S UX371,HDD,Sylvia,Ortega,595-125-1135,cherylsantiago@example.org,Tiffany Velez,Returns,18026,20398,Bank Transfer,847,2021-07-23,2021-08-22,0,8GB,823,Online,High,0,85,20086,256GB
Africa,Angola,Moxico,Benjis Tech,10,Microsoft,Surface Studio,HDD,Jacob,Carpenter,117.322.9812x489,holmeslauren@example.org,Brian Clarke,Returns,4309,7122,Finance,236,2022-01-31,2022-02-03,30526,16GB,785,Online,Medium,0,429,4938,1TB
North America,Florida,Pompano Beach,Benjis Tech,1,HP,Stream,SSD,Frank,Barnes,+1-875-823-2916x221,bryan83@example.org,Raymond Larson,Returns,14995,19940,Cash,832,2021-12-14,N/A,0,2GB,722,Offline,Medium,0,630,17934,256GB
Africa,Angola,Namibe,KyaSand Tech Gadgets,6,Apple,Apple Mac Mini,SSD,Natalie,Brown,404-312-9490,pproctor@example.com,James Thornton,Second-hand Sales,2604,7485,Finance,504,2023-01-14,2023-01-23,44010,8GB,476,Online,Low,0,389,5202,500GB
Africa,Angola,Huila,Western International PCs,7,Apple,Apple Macintosh Classic,SSD,Michelle,Marks,320.602.3753,sconner@example.org,Lori Anderson,New Sales,9751,12176,Cash,527,2022-09-06,N/A,0,8GB,748,Offline,High,0,214,10179,256GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",XYZ Tech,9,HP,Elitebook,HDD,James,Kline,001-530-412-9619x967,jamesbailey@example.org,Jacob Spencer,Second-hand Sales,3115,5505,Cash,86,2023-06-19,2023-07-05,0,2GB,663,Online,Low,0,323,3323,1TB
North America,Michigan,Dearborn,DEF Machines,6,Asus,ROG Zephyrus S GX701,SSD,Corey,Faulkner,+1-574-146-5186x64809,phillip59@example.net,Veronica Larson,Second-hand Sales,4641,7438,Bank Transfer,224,2024-01-14,N/A,0,16GB,457,Offline,High,0,291,6197,500GB
North America,New York,Hempstead,CK Tech Store,2,Toshiba,Libretto,SSD,Jennifer,Harmon,(030)617-9280,parkcharles@example.org,Janet Hall,New Sales,21765,24295,Finance,442,2023-08-18,2023-09-10,15391,4GB,452,Online,High,0,306,23243,500GB
North America,California,Fremont,Ricks Computers,5,MSI,Alpha 15,SSD,Adam,Campbell,451.587.3065,robinwalker@example.net,Andrew Miranda,Returns,14981,19085,Bank Transfer,265,2021-07-30,2021-08-04,0,4GB,629,Online,High,0,861,17075,500GB
North America,California,San Bernardino,Western International PCs,4,Acer,Swift 3,SSD,Albert,Wall,(286)652-1097x03471,david75@example.com,Andrew Miranda,Repairs,14401,18094,Bank Transfer,95,2023-06-27,2023-07-01,0,8GB,790,Online,Low,4216,920,14889,1TB
North America,Michigan,Troy,Ricks Computers,8,Asus,ROG Zephyrus S GX701,SSD,Patricia,Ray,099.331.8503x83526,gailbarnett@example.com,Erika Larsen,Returns,9327,12575,Bank Transfer,552,2023-03-24,2023-04-02,0,2GB,631,Online,High,0,896,11631,256GB
North America,Ohio,Canton,Mini Tech,4,Dell,Latitude,SSD,Crystal,Johnson,8104069297,bmccoy@example.com,Max Mccann,Returns,19613,23001,Cash,950,2022-11-14,2022-11-22,0,16GB,786,Online,Medium,0,855,22352,500GB
Africa,Nigeria,Taraba,CK Tech Store,3,MSI,GS66 Stealth,SSD,Paul,Wright,0054101572,gsherman@example.com,Timothy Leach,Repairs,4742,9022,Cash,505,2022-02-11,2022-02-28,0,4GB,746,Online,High,1559,87,7613,1TB
Africa,Angola,Huambo,CK Tech Store,2,Dell,Venue,SSD,Frank,Burns,+1-784-903-2859x524,andrewssarah@example.org,Kenneth Willis,Second-hand Sales,19146,23530,Finance,670,2024-01-18,N/A,9526,2GB,635,Offline,Medium,0,535,23117,256GB
North America,Texas,Lubbock,Benjis Tech,2,Microsoft,Surface Book,SSD,James,Avery,5572045886,lori60@example.net,Michael Koch,New Sales,13169,16881,Cash,202,2022-05-14,N/A,0,4GB,414,Offline,Medium,0,208,14269,500GB
North America,Ohio,Middletown,ABC Computers,9,HP,Chromebook,HDD,Patrick,Ray,+1-641-634-9979x5074,vjohnson@example.net,Roger Cole,Second-hand Sales,10006,12401,Cash,53,2021-08-16,2021-09-11,0,8GB,708,Online,Low,0,915,10344,500GB
Africa,South Africa,North West,ABC Computers,10,Apple,Apple MacBook Pro,SSD,Erika,Rodgers,676.585.9823,thomasjulie@example.net,Jonathan Huang,Repairs,17610,19760,Finance,690,2022-01-21,2022-02-01,26868,16GB,612,Online,Medium,2446,976,18951,256GB
North America,California,Fremont,Western International PCs,5,Samsung,Galaxy Book S,HDD,Eric,Bates,001-361-444-7175x6632,andrew87@example.net,Andrew Miranda,Repairs,9379,14053,Finance,504,2022-11-29,N/A,9519,4GB,726,Offline,High,3149,563,12230,256GB
North America,Florida,Hialeah,DEF Machines,4,Dell,Alienware,HDD,Lindsey,Scott,+1-574-255-7475x24977,hannahgalvan@example.com,William Macdonald,Returns,19636,22727,Finance,465,2023-05-18,2023-06-01,7723,2GB,649,Online,Low,0,345,21527,1TB
North America,New York,Saratoga Springs,Jacks Hardware,9,Acer,Aspire 5,SSD,Jacob,Chambers,432-354-8472,jimenezkimberly@example.com,Natalie Jimenez,Returns,23696,26470,Bank Transfer,679,2022-04-29,2022-05-13,0,4GB,818,Online,High,0,259,25354,1TB
North America,Pennsylvania,Reading,ABC Computers,1,Toshiba,Satellite,HDD,Thomas,Pineda,710-700-3076x632,bankscindy@example.org,Michael Chan,New Sales,29332,34157,Bank Transfer,804,2024-01-07,2024-01-20,0,16GB,698,Online,High,0,509,33839,256GB
North America,California,Chula Vista,Mini Tech,4,Microsoft,Surface Studio,SSD,Brian,Jones,715-329-4025,maureensmith@example.org,Amber Montgomery,New Sales,16192,18649,Cash,25,2022-03-01,2022-03-30,0,16GB,616,Online,Low,0,433,17324,500GB
North America,Michigan,Port Huron,ABC Computers,10,HP,ZBook,SSD,Edwin,Sanchez,594.221.8118x145,singhkristine@example.com,Erika Larsen,New Sales,23968,28480,Finance,876,2021-04-07,2021-04-18,31180,4GB,695,Online,High,0,152,27773,500GB
North America,Florida,Coral Springs,Greens Laptops and PCs,6,MSI,GP76 Leopard,SSD,Allison,Davis,968.817.0349,jenniferchapman@example.org,Raymond Larson,Returns,4167,7497,Finance,226,2023-10-16,N/A,31283,2GB,724,Offline,Low,0,484,6486,256GB
North America,Pennsylvania,McKeesport,A & A PCs,9,Acer,Aspire E 15,SSD,David,Barton,8068053802,vking@example.org,Michael Smith,Second-hand Sales,16441,21036,Cash,505,2021-04-16,N/A,0,16GB,414,Offline,High,0,328,16920,256GB
North America,Georgia,East Point,DEF Machines,4,Apple,Apple Lisa,HDD,Kristie,Coffey,165-348-3156x330,lalvarez@example.org,Kimberly Smith,Returns,26323,28432,Finance,590,2021-09-22,2021-09-23,40595,2GB,803,Online,High,0,739,27425,500GB
Africa,Ghana,Upper West,Greens Laptops and PCs,5,MSI,Modern 15,SSD,John,Bowen,(790)785-3054,michelle40@example.com,George Morales,Returns,20439,22920,Cash,696,2024-02-06,2024-03-01,0,4GB,436,Online,High,0,919,22106,500GB
North America,Georgia,Athens,S & A Computer Place,3,HP,Envy,HDD,Darlene,Anderson,014.582.1198,grimestimothy@example.net,Jacqueline Rice,Returns,13674,17565,Finance,554,2022-07-02,2022-07-14,38079,16GB,559,Online,Medium,0,293,17202,500GB
Africa,Ghana,Western,LJ Computers,9,Lenovo,IdeaPad 5,SSD,John,Snyder,001-898-560-9552x753,taylor64@example.org,George Morales,Second-hand Sales,3971,8846,Cash,585,2022-07-18,2022-08-07,0,2GB,738,Online,Low,0,63,8193,256GB
North America,Ohio,Lorain,LJ Computers,10,MSI,GS66 Stealth,SSD,Sarah,Bautista,2164071717,thomascastillo@example.com,Diamond Baker,Repairs,22877,26419,Cash,841,2022-05-07,2022-05-09,0,8GB,494,Online,Low,1918,273,26269,500GB
Africa,Botswana,Central,ABC Computers,3,Apple,Apple MacBook Pro,SSD,Elizabeth,Johnson,477.213.0459,david05@example.org,Carrie Gonzalez,Returns,9239,11298,Bank Transfer,489,2022-06-22,N/A,0,8GB,625,Offline,Medium,0,585,11141,256GB
North America,New York,Schenectady,Frankies Hardware and Software,5,Dell,Latitude,HDD,Cody,Ross,(557)333-7955,wattsrebecca@example.org,Ashley Miranda,Returns,7814,10377,Finance,402,2021-08-30,2021-09-16,33319,4GB,793,Online,Low,0,50,7970,1TB
North America,Michigan,Dearborn,ABC Computers,8,Samsung,Notebook 7 Spin,HDD,Edwin,Powell,(140)458-1502x5389,zamorawilliam@example.net,Tiffany Velez,Second-hand Sales,4099,8745,Finance,660,2021-05-31,N/A,11,4GB,536,Offline,High,0,797,5084,1TB
North America,Georgia,Atlanta,Mini Tech,10,MSI,GL65 Leopard,SSD,Brittany,Moore,+1-764-183-2064,wallacematthew@example.net,Michael Turner,Repairs,10644,14005,Bank Transfer,160,2023-06-26,2023-07-12,0,2GB,434,Online,High,3712,289,12682,256GB
Africa,Nigeria,Abia,Western International PCs,8,HP,Elitebook,SSD,Jeremy,Johnson,(261)499-4352x67649,marksbrittany@example.org,Brian Gonzales,Returns,26934,29583,Cash,329,2021-05-14,N/A,0,4GB,471,Offline,Medium,0,71,29469,500GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",Benjis Tech,8,Asus,ZenBook Flip S UX371,SSD,Shelley,Bernard,7759517206,leetimothy@example.org,Alexa Hopkins,Second-hand Sales,4072,8148,Finance,656,2023-02-15,2023-03-08,32143,16GB,650,Online,Medium,0,417,7023,500GB
North America,North Carolina,Statesville,Western International PCs,5,Samsung,Notebook 9 Pen,SSD,Lauren,Murphy,3445841814,daughertytricia@example.org,Craig Wheeler,Second-hand Sales,20678,25671,Finance,393,2023-03-03,2023-03-27,33860,16GB,622,Online,High,0,344,22345,1TB
North America,Florida,St. Petersburg,GH PC Shop,10,Asus,ZenBook UX425,HDD,Matthew,Osborne,5170834831,krystal51@example.net,Tanya Mcclure,Returns,17560,21535,Cash,743,2022-02-14,2022-02-24,0,4GB,614,Online,Medium,0,868,18061,500GB
North America,Georgia,Dunwoody,CK Tech Store,4,Microsoft,Surface Hub,HDD,James,Martinez,+1-274-101-8215x604,victoriapowell@example.net,Kimberly Smith,Returns,24260,27821,Cash,173,2021-11-19,N/A,0,4GB,637,Offline,High,0,458,26159,1TB
North America,New York,Albany,DEF Machines,4,Dell,Inspiron,SSD,Shannon,Turner,(827)108-9020,trogers@example.net,Janet Hall,Repairs,21358,24008,Finance,233,2023-01-20,2023-02-02,7584,4GB,840,Online,Low,3760,44,22930,500GB
North America,New York,Utica,A & A PCs,9,MSI,Alpha 15,HDD,Jessica,Foster,(570)120-7847x9083,richardhardy@example.com,Ashley Miranda,Repairs,21537,26215,Cash,272,2023-11-23,2023-12-15,0,2GB,612,Online,Low,1005,338,24866,1TB
Africa,Kenya,Makueni,XYZ Tech,2,Acer,Predator Triton 500,HDD,Susan,Knox,566.077.3881x2830,sandra59@example.net,Misty Green,New Sales,11159,13868,Cash,460,2021-11-18,2021-12-15,0,4GB,555,Online,Low,0,175,12570,1TB
North America,Pennsylvania,Philadelphia,CK Tech Store,5,Asus,TUF Gaming A15,HDD,Samantha,Fleming,225.754.6923x817,ballardmarissa@example.org,Carol Wells,Second-hand Sales,19422,22177,Cash,579,2021-06-27,N/A,0,8GB,785,Offline,High,0,22,19437,256GB
North America,California,Long Beach,CK Tech Store,9,Asus,VivoBook Flip 14,HDD,Jon,Blanchard,+1-662-138-6433x260,reevesjennifer@example.net,Andrew Miranda,New Sales,20422,24085,Cash,752,2022-02-02,2022-02-28,0,4GB,660,Online,High,0,655,20970,1TB
Africa,South Africa,Gauteng,KyaSand Tech Gadgets,4,Acer,Spin 5,SSD,Michael,Richardson,199.053.3598x56925,virginia65@example.com,Pamela Zavala,Repairs,11794,15165,Cash,466,2023-07-07,N/A,0,4GB,469,Offline,High,2161,997,12434,1TB
North America,North Carolina,Statesville,DEF Machines,1,Microsoft,Surface Neo,HDD,Edgar,Thompson,959-730-2172,daughertybethany@example.com,Calvin Rich,Repairs,15534,20271,Cash,11,2024-01-26,2024-01-29,0,8GB,493,Online,Medium,4845,293,15783,1TB
Africa,Egypt,Aswan,Benjis Tech,10,Lenovo,ThinkPad T14,SSD,Richard,Peterson,452-986-2777,mjackson@example.com,Evan Scott,Second-hand Sales,5271,8200,Finance,436,2023-11-23,N/A,841,8GB,471,Offline,Medium,0,962,6070,1TB
North America,Georgia,Marietta,Frankies Hardware and Software,3,Asus,ROG Zephyrus S GX701,HDD,Margaret,Ayers,401-220-4370,caitlin33@example.org,Christine Ramirez,Returns,29574,32336,Bank Transfer,205,2023-07-19,N/A,0,2GB,650,Offline,Low,0,323,30118,256GB
North America,North Carolina,Cary,GHI Machines,6,Samsung,Galaxy Book S,HDD,Karen,Pace,(053)608-0294x240,mitchell23@example.org,Brady Walton,New Sales,11284,14573,Bank Transfer,1000,2021-07-22,2021-08-13,0,2GB,532,Online,High,0,868,12582,1TB
Africa,Nigeria,Imo,Western International PCs,3,Microsoft,Surface Book,SSD,Carlos,Ashley,0685977802,pburns@example.org,Timothy Leach,Repairs,26787,30267,Cash,10,2021-06-08,2021-07-02,0,4GB,591,Online,High,1104,255,28352,1TB
North America,Michigan,Lansing,ABC Computers,9,Asus,VivoBook Flip 14,HDD,Tracy,Jones,(564)986-4409x540,ijoseph@example.com,Michael Gomez,Returns,17844,21733,Cash,340,2023-05-17,2023-05-22,0,8GB,732,Online,High,0,640,19075,256GB
North America,California,Huntington Beach,Frankies Hardware and Software,4,Microsoft,Surface Hub,HDD,James,Miller,452.314.7605x08313,anthony25@example.com,Larry Smith,Repairs,5281,7440,Cash,694,2023-10-16,2023-10-17,0,8GB,622,Online,High,3448,14,6023,256GB
North America,Illinois,Champaign,KyaSand Tech Gadgets,8,Microsoft,Surface Duo,HDD,Nicole,Harris,(048)173-3866,jonathanoconnor@example.net,Daniel Serrano,Repairs,6032,10335,Bank Transfer,423,2023-03-07,N/A,0,2GB,576,Offline,High,1442,600,7233,500GB
Africa,Botswana,North-East,ABC Computers,1,MSI,GP76 Leopard,HDD,Matthew,Yates,(417)135-0950x5191,angela82@example.org,Karen Hale,Second-hand Sales,26938,28941,Bank Transfer,72,2022-03-26,2022-04-22,0,2GB,846,Online,High,0,846,27514,500GB
North America,Illinois,Cicero,KyaSand Tech Gadgets,6,Asus,VivoBook S14,SSD,Lisa,Hunt,608-325-4937x50428,wilsondanielle@example.org,Glenda Cohen,New Sales,23856,27696,Finance,561,2023-01-11,N/A,40359,8GB,502,Offline,High,0,550,27512,256GB
Africa,Morocco,Ifrane,Mini Tech,8,Acer,Aspire 5,SSD,Daniel,Fox,001-898-413-0029x045,shericross@example.com,John Whitney,Repairs,25377,28343,Bank Transfer,556,2023-07-12,N/A,0,4GB,514,Offline,Medium,4676,451,27854,256GB
North America,Pennsylvania,McKeesport,GH PC Shop,6,Lenovo,ThinkPad X1 Carbon,HDD,Nicholas,Scott,114-662-0709x395,jerrytyler@example.com,Leah Watts,New Sales,9778,13121,Finance,381,2021-04-01,N/A,2065,4GB,542,Offline,Medium,0,610,12724,500GB
North America,Michigan,Detroit,XYZ Tech,2,Apple,Apple Mac Mini,SSD,Carolyn,Garcia,+1-482-197-1455x3319,cbaker@example.org,Tiffany Velez,New Sales,21108,23142,Bank Transfer,278,2021-06-23,N/A,0,16GB,480,Offline,Medium,0,905,21765,500GB
